question,answer
Who is the registered owner of the registered aircraft involved in [AccidentNumber_FTW02LA010],Cecil Payne
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_NYC04CA150],Continental
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_CHI03FA291],"Installed, not activated"
What is the engine model of the registered aircraft involved in [AccidentNumber_DEN04FA043],TIO-540AJ1A
What could have contributed to the cause of the accident [AccidentNumber_MIA08CA179],CapabilityExceeded|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|Response/compensation|EffectOnOperation|AbilityTorespond/compensate
What could have contributed to the cause of the accident [AccidentNumber_LAX05CA285],UNKNOWN|PILOT_IN_COMMAND
What is the engine type of the registered aircraft involved in [AccidentNumber_NYC02LA023],2TurboProp
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_CHI05LA173],Robinson
When was the last inspection of the registered aircraft involved in [AccidentNumber_SEA04LA093],Annual
What could have contributed to the cause of the accident [AccidentNumber_CHI04CA113],OTHER
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_MIA01LA207],"Installed, activated, did not aid in locating accident"
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_DEN03LA061],Restricted;Normal
What could have contributed to the cause of the accident [AccidentNumber_GAA15CA059],STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded|EffectOnOperation|NotSpecified|ContributedToOutcome|DecisionRelatedToCondition
What is the aircraft model of the registered aircraft involved in [AccidentNumber_ATL05FA048],T210M
What could have contributed to the cause of the accident [AccidentNumber_ATL99LA038],OTHER
What could have contributed to the cause of the accident [AccidentNumber_ERA12LA428],PILOT_IN_COMMAND|GROUNDCREW|PILOT_OF_OTHER_AIRCRAFT|FLIGHTCREW|STUDENT_PILOT|Fatigue/wear/corrosion|Failure|Damaged/degraded|Incorrectservice/maintenance
What is the aircraft category of the registered aircraft involved in [AccidentNumber_DEN05LA055],Airplane
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_LAX04LA119],Class 3 Valid Medical--no waivers/lim.
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_FTW03FA028],Single-engineLand
What could have contributed to the cause of the accident [AccidentNumber_WPR17LA072],Failure|Incorrectuse/operation|Malfunction|Incorrectservice/maintenance|Fatigue/wear/corrosion|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND
What could have contributed to the cause of the accident [AccidentNumber_NYC86FNC02],UNKNOWN|PILOT_IN_COMMAND|OTHERPERSON|OTHER
What is the aircraft category of the registered aircraft involved in [AccidentNumber_ATL05CA095],Airplane
What is the operator of the registered aircraft involved in [AccidentNumber_IAD02LA080],Patuxent River Naval Flying
When was the last inspection of the registered aircraft involved in [AccidentNumber_ATL03LA039],100 Hour
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_ATL01LA046],Experimental
What was the instructor rating of the pilot in the aircraft involved in [AccidentNumber_FTW03FA027],Airplane Single-engine
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_CHI02LA024],2765 Hours at time of accident
What is the engine model of the registered aircraft involved in [AccidentNumber_CHI03LA002],582LC
What is the engine model of the registered aircraft involved in [AccidentNumber_FTW03LA069],IO-320-BIA
What was the instructor rating of the pilot in the aircraft involved in [AccidentNumber_CHI05CA209],___Unknown___InstructorRating
What could have contributed to the cause of the accident [AccidentNumber_CHI06CA025],UNKNOWN|PILOT_IN_COMMAND
What is the operator of the registered aircraft involved in [AccidentNumber_SEA02LA049],United Airlines
What is the aircraft model of the registered aircraft involved in [AccidentNumber_DEN01LA062],PA-34-220T
When was the last inspection of the registered aircraft involved in [AccidentNumber_FTW01LA073],100 Hour
What could have contributed to the cause of the accident [AccidentNumber_ERA12CA472],CapabilityExceeded|NotSpecified|Attain/maintainNotPossible|Notattained/maintained|PILOT_IN_COMMAND|STUDENT_PILOT
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_CHI04CA113],Lycoming
What is the landing gear type of the registered aircraft involved in [AccidentNumber_CHI05CA210],Tricycle
When was the last inspection of the registered aircraft involved in [AccidentNumber_LAX05LA221],100 Hour
What is the aircraft category of the registered aircraft involved in [AccidentNumber_ANC01LA066],Airplane
What could have contributed to the cause of the accident [AccidentNumber_GAA16CA002],Attain/maintainNotPossible|Notattained/maintained|EffectOnOperation|AbilityTorespond/compensate|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND
What could have contributed to the cause of the accident [AccidentNumber_CEN12CA051],PILOT_IN_COMMAND|Response/compensation|EffectOnOperation|NotSpecified|AwarenessOfCondition|ContributedToOutcome|EffectOnPersonnel
Who is the registered owner of the registered aircraft involved in [AccidentNumber_FTW03LA143],Land Aviation LLC
When was the last inspection of the registered aircraft involved in [AccidentNumber_ANC05LA021],Annual
What could have contributed to the cause of the accident [AccidentNumber_ERA13LA188],PILOT_IN_COMMAND|STUDENT_PILOT|COMPANY_MAINTENANCE_PERSONNEL|Failure|NotSpecified|Malfunction|Incorrectservice/maintenance|Fatigue/wear/corrosion
When was the last inspection of the registered aircraft involved in [AccidentNumber_NYC04LA099],Continuous Airworthiness
Who is the registered owner of the registered aircraft involved in [AccidentNumber_ATL03LA086],Romanair Incorporated
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_MIA03LA021],Continental
What could have contributed to the cause of the accident [AccidentNumber_CHI00LA289],OTHERPERSON|OTHER
What is the operator of the registered aircraft involved in [AccidentNumber_SEA01TA083],Bureau of Land Management
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_ATL01LA101],Continental
What could have contributed to the cause of the accident [AccidentNumber_SEA06LA112],OTHER
What is the aircraft model of the registered aircraft involved in [AccidentNumber_MIA02FA037],208B
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_MIA03LA116],Normal
What could have contributed to the cause of the accident [AccidentNumber_FTW03FA055],OTHER|OTHER
What could have contributed to the cause of the accident [AccidentNumber_CHI01FA044],PILOT_IN_COMMAND
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_ANC03LA048],2666.5 Hours as of last inspection
When was the last inspection of the registered aircraft involved in [AccidentNumber_IAD04LA019],Annual
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_LAX03LA044],AirlineTransport;FlightInstructor
What is the engine model of the registered aircraft involved in [AccidentNumber_CHI01LA078],TSIO-360-RB1B
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_MIA02LA038],Single-engineLand
What could have contributed to the cause of the accident [AccidentNumber_FTW91FA088],OTHERPERSON|OTHER
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_MIA02LA122],"Installed, not activated"
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_NYC02LA001],49 Hours at time of accident
Who is the registered owner of the registered aircraft involved in [AccidentNumber_ANC02LA088],Ralph Seekins
What could have contributed to the cause of the accident [AccidentNumber_LAX87LA223],OTHER
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_NYC04LA041],Russell
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_ATL02TA030],Commercial
What is the landing gear type of the registered aircraft involved in [AccidentNumber_CHI03LA147],___Unknown___LandingGearType
What is the aircraft category of the registered aircraft involved in [AccidentNumber_NYC03LA003],Airplane
What could have contributed to the cause of the accident [AccidentNumber_WPR13CA395],INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|STUDENT_PILOT|FLIGHTCREW|NotSpecified|ContributedToOutcome|NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded
What could have contributed to the cause of the accident [AccidentNumber_LAX82DA112],OTHERPERSON|OTHER
What could have contributed to the cause of the accident [AccidentNumber_GAA18CA117],CapabilityExceeded|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND
What could have contributed to the cause of the accident [AccidentNumber_ATL82DA063],OTHER|PILOT_IN_COMMAND
When was the last inspection of the registered aircraft involved in [AccidentNumber_MIA02LA038],Annual
When was the last inspection of the registered aircraft involved in [AccidentNumber_IAD02LA055],Annual
What could have contributed to the cause of the accident [AccidentNumber_ATL95FA057],OTHER
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_LAX05CA059],Garrett
What could have contributed to the cause of the accident [AccidentNumber_DEN99FA157],OTHER
When was the last inspection of the registered aircraft involved in [AccidentNumber_DEN04FA043],100 Hour
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_CHI03LA001],Normal
What could have contributed to the cause of the accident [AccidentNumber_ATL96LA031],OTHERPERSON|OTHER
What could have contributed to the cause of the accident [AccidentNumber_GAA16CA529],STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|Response/compensation|EffectOnOperation|EffectOnEquipment|NotSpecified|ContributedToOutcome|AbilityTorespond/compensate|NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded
What is the engine type of the registered aircraft involved in [AccidentNumber_IAD05LA022],2Reciprocating
What could have contributed to the cause of the accident [AccidentNumber_CHI08LA180],ContributedToOutcome|DecisionRelatedToCondition|EffectOnOperation|Response/compensation
What could have contributed to the cause of the accident [AccidentNumber_ATL83LA149],DUAL_STUDENT|PILOT_IN_COMMAND|OTHER|OTHERPERSON|OTHER
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_LAX04CA310],Student
What is the landing gear type of the registered aircraft involved in [AccidentNumber_DEN01LA038],Tailwheel
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_CHI04FA203],Class 3 Valid Medical--no waivers/lim.
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_SEA04CA151],Single-engineLand
What is the landing gear type of the registered aircraft involved in [AccidentNumber_ATL03FA052],Retractable-Tricycle
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_CHI01LA078],Normal
When was the last inspection of the registered aircraft involved in [AccidentNumber_NYC03LA060],Annual
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_NYC04LA025],Normal
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_NYC02LA001],Clark
What is the aircraft model of the registered aircraft involved in [AccidentNumber_ATL04LA044],182-K
What is the aircraft model of the registered aircraft involved in [AccidentNumber_LAX03LA044],150H
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_ANC04LA034],___Unknown___ELT
What could have contributed to the cause of the accident [AccidentNumber_CHI89DEV04],CONTAMINATIONOTHERTHANWATER
What could have contributed to the cause of the accident [AccidentNumber_ERA13LA397],PILOT_IN_COMMAND|COMPANY_MAINTENANCE_PERSONNEL|Malfunction|Incorrectservice/maintenance|CapabilityExceeded|Notused/operated|Response/compensation|EffectOnOperation|NotSpecified|AwarenessOfCondition|ContributedToOutcome|EffectOnPersonnel
