question,answer
What is the third event associated with [AccidentNumber_NYC89LA078]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_TREE(S)
What is the runway surface condition associated with [AccidentNumber_LAX03LA146]?,Dry
What is the Flight Crew associated with [AccidentNumber_MIA95FA141]?,PILOT_IN_COMMAND
What caused [AccidentNumber_FTW88LA159]?,WEATHERCONDITION|WRONGRUNWAY|COMPENSATIONFORWINDCONDITIONS
In which country did [AccidentNumber_ATL05CA092] occur?,TN
What is the first event associated with [AccidentNumber_LAX01LA231]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_MECH_FAILURE/MALF
What is the condition of light associated with [AccidentNumber_LAX03LA122]?,Day
What is the airplane rating associated with [Pilot_LAX03LA081]?,Single-engineLand
What is the second event associated with [AccidentNumber_LAX05LA060]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the aircraft issue that caused [AccidentNumber_MIA05CA068]?,___Unknown___AircraftIssue
What is the crew injury associated with [AccidentNumber_SEA01LA110]?,1 None
What is the Visual Flight Rules approach associated with [AccidentNumber_ATL01LA051]?,FullStop
What is the third event associated with [AccidentNumber_FTW86LA099]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the second event associated with [AccidentNumber_LAX04CA200]?,OVERRUN
What is the aircraft damage associated with [AccidentNumber_MIA03LA176]?,Destroyed
What is the third event associated with [AccidentNumber_NYC02LA003]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_TREE(S)
What is the Flight Crew associated with [AccidentNumber_CHI90LA121]?,PILOT_IN_COMMAND
What was the result of the last inspection for [Registration_N3086R]?,Annual
What is the instrument flight rules approach associated with [AccidentNumber_IAD05LA022]?,Visual
What is the landing gear associated with [Registration_N66758]?,Tricycle
What is the seat occupancy associated with [Pilot_MIA04LA050]?,Left
What airspace is associated with [AccidentNumber_ANC02LA012]?,ClassE
What is the first event associated with [AccidentNumber_DEN01LA109]?,FIRE
What is the first event associated with [AccidentNumber_ANC04LA018]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_FOG
What is the Flight Crew associated with [AccidentNumber_LAX82DA059]?,PILOT_IN_COMMAND
What engine is associated with [Registration_N7272D]?,2Reciprocating
What is the lowest cloud condition associated with [AccidentNumber_CHI03FA291]?,___Unknown___LowestCloudCondition
What is the instrument flight rules approach associated with [AccidentNumber_DEN03LA027]?,___Unknown___InstrumentFlightRulesApproach
What is the third event associated with [AccidentNumber_MIA88LA242]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the runway surface condition associated with [AccidentNumber_ATL03FA052]?,Wet
What was the result of the last inspection for [Registration_N4789G]?,___Unknown___TypeOfLastInspection
What does [Registration_N71409] have in terms of an emergency locator transmitter?,"Installed, not activated"
What is the fourth event associated with [AccidentNumber_ANC89FA155]?,NOSE_DOWN
What was the result of the last inspection for [Registration_N9089L]?,100 Hour
What was the result of the last inspection for [Registration_N3251Z]?,Annual
What was the result of the last inspection for [Registration_N62712]?,100 Hour
What is the aircraft issue that caused [AccidentNumber_NYC04CA020]?,___Unknown___AircraftIssue
What is the restraint used associated with [Pilot_DFW05CA079]?,"Seatbelt, Shoulder harness"
What is the second event associated with [AccidentNumber_ATL93MA068]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL
What was the result of the last inspection for [Registration_N897TW]?,___Unknown___TypeOfLastInspection
What is the runway surface type associated with [AccidentNumber_ANC03LA016]?,Asphalt
What is the aircraft manufacturer associated with [Registration_N75844]?,Cessna
What are the operating certificates held by [Registration_N915X]?,___Unknown___OperatingCertificatesHeld
What caused [AccidentNumber_ATL05CA056]?,FUELMANAGEMENT|FLUIDFUEL|FUELTANKSELECTORPOSITION
What is the first event associated with [AccidentNumber_CHI82DA230]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_MECH_FAILURE/MALF
What caused [AccidentNumber_LAX98LA099]?,DIRECTIONALCONTROL|STALL/MUSH|AIRSPEED
What caused [AccidentNumber_ATL87LA069]?,LACKOFTOTALEXPERIENCE|DIRECTIONALCONTROL|WEATHERCONDITION|TERRAINCONDITION|GROUNDLOOP/SWERVE
What is the total injury associated with [AccidentNumber_SEA03LA023]?,1 None
What caused [AccidentNumber_LAX03LA123]?,TERRAINCONDITION
What [instrument rating] does [Pilot_DFW05LA027] have?,Airplane
What environmental issue caused [AccidentNumber_CHI03LA187]?,___Unknown___EnvironmentalIssue
What certificate does [Pilot_CHI04FA203] have?,Private
What medical certification does [Pilot_CHI03LA063] have?,Class 1 Valid Medical--no waivers/lim.
What is the total injury associated with [AccidentNumber_SEA02FA036]?,"1 Serious, 1 Minor"
What is the first event associated with [AccidentNumber_SEA83LA003]?,OVERRUN
What was the result of the last inspection for [Registration_N1UH]?,Annual
What is the runway surface condition associated with [AccidentNumber_NYC02LA101]?,Dry
What is the third event associated with [AccidentNumber_IAD99FA041B]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the clearance associated with [AccidentNumber_FTW01LA067]?,IFR
What is the Flight Crew associated with [AccidentNumber_CHI96LA123]?,PILOT_IN_COMMAND
What are the conditions at the accident site associated with [AccidentNumber_ANC02FA042]?,Visual Conditions
What environmental issue caused [AccidentNumber_ATL04LA032]?,___Unknown___EnvironmentalIssue
What is the crew injury associated with [AccidentNumber_FTW02LA194]?,1 None
What is the first event associated with [AccidentNumber_ATL90FA055]?,LOSS_OF_ENGINE_POWER(PARTIAL)_-_NONMECHANICAL
What is the first event associated with [AccidentNumber_FTW82DA304]?,LOSS_OF_ENGINE_POWER
What is the third event associated with [AccidentNumber_NYC03FA001]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the runway surface type associated with [AccidentNumber_LAX05CA082]?,Asphalt
What is the lowest cloud condition associated with [AccidentNumber_ANC03LA010]?,___Unknown___LowestCloudCondition
What is the first event associated with [AccidentNumber_ANC84LA159]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_TREE(S)
What is the runway surface condition associated with [AccidentNumber_FTW04LA202A]?,Dry
What is the seat occupancy associated with [Pilot_ANC04LA018]?,Left
What [instrument rating] does [Pilot_ANC03LA017] have?,Airplane
What is the second event associated with [AccidentNumber_ATL85FA230]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_TREE(S)
What is the aircraft issue that caused [AccidentNumber_CHI01LA194]?,___Unknown___AircraftIssue
What aircraft category does [Registration_N26WF] belong to?,Airplane
What engine is associated with [Registration_N5165M]?,1Reciprocating
What is the restraint used associated with [Pilot_NYC03LA003]?,Seatbelt
What is the lowest cloud condition associated with [AccidentNumber_FTW04LA070]?,Clear
What is the runway surface type associated with [AccidentNumber_FTW02FA087]?,Concrete
What caused [AccidentNumber_DEN85LA108]?,DIRECTIONALCONTROL|WEATHERCONDITION|COMPENSATIONFORWINDCONDITIONS|AIRSPEEDVSO
What is the third event associated with [AccidentNumber_MIA85LA224]?,"DRAGGED_WING,ROTOR,POD,FLOAT_OR_TAIL/SKID"
What environmental issue caused [AccidentNumber_ATL05CA092]?,___Unknown___EnvironmentalIssue
What instructor rating does [Pilot_SEA01TA083] have?,Airplane Multi-engine; Airplane Single-engine; Instrument Airplane
What airspace is associated with [AccidentNumber_NYC04LA099]?,ClassD
What passanger injury is associated with [AccidentNumber_LAX02FA038]?,3 Fatal
What was the result of the last inspection for [Registration_N7471C]?,Annual
What aircraft category does [Registration_N37065] belong to?,Airplane
What medical certification does [Pilot_ATL01LA063B] have?,Class 2 Valid Medical--w/ waivers/lim.
What is the Federal Aviation Regulation associated with [AccidentNumber_ANC02FA042]?,Part91GeneralAviation-Personal
What is the total injury associated with [AccidentNumber_LAX03LA177]?,1 None
What is the restraint used associated with [Pilot_ANC05FA039]?,"Seatbelt, Shoulder harness"
What is the restraint used associated with [Pilot_FTW04LA105]?,"Seatbelt, Shoulder harness"
What was the result of the last inspection for [Registration_N1133S]?,Annual
What caused [AccidentNumber_MIA05CA121]?,RECOVERYFROMBOUNCEDLANDING|FLARE
What airspace is associated with [AccidentNumber_DFW05CA079]?,ClassG
What passanger injury is associated with [AccidentNumber_NYC04CA020]?,"1 Minor, 1 None"
What is the clearance associated with [AccidentNumber_FTW02FA222]?,VFR
What engine is associated with [Registration_N2632N]?,1Reciprocating
What is the second event associated with [AccidentNumber_LAX85LA235]?,FORCED_LANDING
What is the engine model associated with [Registration_N968YC]?,___Unknown___EngineModel
What is the lowest cloud condition associated with [AccidentNumber_ANC01LA080]?,Scattered / 25000 ft agl
What is the aircraft fire associated with [AccidentNumber_NYC04FA136]?,On-Ground
What is the Visual Flight Rules approach associated with [AccidentNumber_SEA04LA064]?,___Unknown___VisualFlightRulesApproach
What is the second event associated with [AccidentNumber_MIA99LA117]?,FORCED_LANDING
What is the seat occupancy associated with [Pilot_MIA05LA036]?,Left
What is the Flight Crew associated with [AccidentNumber_CHI86FEC02]?,PILOT_IN_COMMAND
What is the first event associated with [AccidentNumber_ANC92LA056]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the seat occupancy associated with [Pilot_LAX05LA155]?,Right
What medical certification does [Pilot_MIA02LA038] have?,Class 3 Valid Medical--w/ waivers/lim.
What is the second event associated with [AccidentNumber_LAX87LA201]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the airplane rating associated with [Pilot_NYC03LA078]?,Single-engineLand
What is the airframe total time associated with [Registration_N301SX]?,___Unknown___AirframeTotalTime
What are the operating certificates held by [Registration_N60U]?,On-demand Air Taxi (135)
What is the aircraft manufacturer associated with [Registration_N5006V]?,AirTractor
What is the first event associated with [AccidentNumber_ANC05FA039]?,AIRFRAME/COMPONENT/SYSTEM_FAILURE/MALFUNCTION
What instructor rating does [Pilot_IAD02LA039] have?,___Unknown___InstructorRating
What is the first event associated with [AccidentNumber_CHI84LA099]?,"IN_FLIGHT_COLLISION_WITH_OBJECT_-_WIRE,STATIC"
What medical certification does [Pilot_CHI02LA018] have?,Class 2 Valid Medical--w/ waivers/lim.
What environmental issue caused [AccidentNumber_DFW05LA026]?,___Unknown___EnvironmentalIssue
What is the Flight Crew associated with [AccidentNumber_ATL83FIG03]?,PILOT_IN_COMMAND
What is the Flight Crew associated with [AccidentNumber_FTW92LA102]?,PILOT_IN_COMMAND
What is the total injury associated with [AccidentNumber_CHI04LA124]?,2 None
What is the crew injury associated with [AccidentNumber_ATL01LA063B]?,1 Fatal
What is the second event associated with [AccidentNumber_ANC04LA018]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the Flight Crew associated with [AccidentNumber_SEA06CA023]?,PILOT_IN_COMMAND(CFI)
What is the third event associated with [AccidentNumber_FTW82DA034]?,GEAR_COLLAPSED
What certificate does [Pilot_FTW04FA052] have?,Private
What is the first event associated with [AccidentNumber_NYC04CA019]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the seat occupancy associated with [Pilot_MIA05LA021]?,Left
What is the first event associated with [AccidentNumber_DEN04LA144]?,NOSE_OVER
What is the engine manufacturer associated with [Registration_N1693A]?,Lycoming
What is the first event associated with [AccidentNumber_FTW02FA028]?,"IN_FLIGHT_COLLISION_WITH_OBJECT_-_WIRE,TRANSMISSION"
What is the crew injury associated with [AccidentNumber_LAX03CA274]?,1 Serious
What is the second event associated with [AccidentNumber_NYC02LA002]?,FORCED_LANDING
What is the airplane rating associated with [Pilot_ATL01LA050]?,Multi-engineLand;Single-engineLand
What is the Federal Aviation Regulation associated with [AccidentNumber_CHI01LA195]?,Part137Agricultural
What is the Visual Flight Rules approach associated with [AccidentNumber_CHI03FA238A]?,FullStop;TrafficPattern
What is the first event associated with [AccidentNumber_NYC84LA125]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What is the crew injury associated with [AccidentNumber_ANC01LA081]?,4 None
What is the first event associated with [AccidentNumber_ATL87LA078]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL
What is the second event associated with [AccidentNumber_CHI95LA051]?,FORCED_LANDING
What is the Flight Crew associated with [AccidentNumber_NYC93LA034]?,PILOT_IN_COMMAND
What caused [AccidentNumber_DEN86LA182]?,FLUIDFUEL|FUELSUPPLY
What does [Registration_N45008] have in terms of an emergency locator transmitter?,"Installed, activated, did not aid in locating accident"
What is the aircraft issue that caused [AccidentNumber_LAX01LA089]?,___Unknown___AircraftIssue
What is the runway surface condition associated with [AccidentNumber_NYC04CA150]?,Dry
What is the first event associated with [AccidentNumber_LAX89DVA03]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_VEHICLE
What is the Federal Aviation Regulation associated with [AccidentNumber_LAX01LA135]?,Part91GeneralAviation-Personal
What is the aircraft manufacturer associated with [Registration_N4989A]?,Cessna
What does [Registration_N7504W] have in terms of an emergency locator transmitter?,Not installed
What airspace is associated with [AccidentNumber_ATL05CA092]?,WreckageAndImpactInformation
What engine is associated with [Registration_N55854]?,1Reciprocating
What is the seat occupancy associated with [Pilot_SEA02LA046]?,Left
What is the first event associated with [AccidentNumber_ATL94FA056]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_LOW_CEILING
What caused [AccidentNumber_SEA04FA031]?,FLIGHTINTOKNOWNADVERSEWEATHER|WEATHERCONDITION|LIGHTCONDITION|FUELSYSTEMCARBURETOR
What does [Registration_N657Y] have in terms of an emergency locator transmitter?,Not installed
What aircraft category does [Registration_N9929C] belong to?,Airplane
What flight plan was filed for [AccidentNumber_DEN04LA020]?,IFR
What instructor rating does [Pilot_ATL04LA088] have?,Airplane Single-engine; Instrument Airplane
What is the Flight Crew associated with [AccidentNumber_MIA88LA242]?,PILOT_IN_COMMAND
What caused [AccidentNumber_SEA05CA003]?,DIRECTIONALCONTROL|WEATHERCONDITION|COMPENSATIONFORWINDCONDITIONS
What caused [AccidentNumber_ATL87LA156]?,PRECAUTIONARYLANDING|BECAMELOST/DISORIENTED|LANDINGGEARNOSEGEAR|LIGHTCONDITION|PREFLIGHTPLANNING/PREPARATION|WEATHERCONDITION
What is the Visual Flight Rules approach associated with [AccidentNumber_ANC01LA039]?,___Unknown___VisualFlightRulesApproach
What is the other causal agent associated with [AccidentNumber_NYC04LA099]?,DRIVER_OF_VEHICLE
What caused [AccidentNumber_ATL06CA001]?,FUELMANAGEMENT|FLUIDFUEL
What is the airplane rating associated with [Pilot_ANC03LA048]?,Multi-engineLand;Single-engineLand;Single-engineSea
What is the runway surface condition associated with [AccidentNumber_FTW02FA028]?,___Unknown___RunwaySurfaceCondition
What is the third event associated with [AccidentNumber_CHI06LA124]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER
What is the third event associated with [AccidentNumber_FTW00LA023]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_TREE(S)
What is the lowest cloud condition associated with [AccidentNumber_NYC03GA094]?,Clear
What is the condition of light associated with [AccidentNumber_FTW04FA172]?,Day
What is the total injury associated with [AccidentNumber_FTW04FA172]?,1 Fatal
What is the aircraft damage associated with [AccidentNumber_MIA02LA163]?,Substantial
What is the Aircraft Explosion associated with [AccidentNumber_CHI05CA040]?,___Unknown___AircraftExplosion
What environmental issue caused [AccidentNumber_NYC02LA070]?,___Unknown___EnvironmentalIssue
What aircraft category does [Registration_N5180] belong to?,Airplane
What caused [AccidentNumber_FTW83FA310]?,WEATHERCONDITION|PRECAUTIONARYLANDING|AIRCRAFTPREFLIGHT|AIRSPEED
